,genre,testtrainval
38781,International,test
38782,International,test
38783,International,test
38784,International,test
38785,International,test
38817,International,test
38818,International,test
38819,International,test
38820,International,test
38821,International,test
38822,International,test
38823,International,test
38824,International,test
38825,International,test
38826,International,test
38827,International,test
38828,International,test
38829,International,test
38830,International,test
38833,International,test
38834,International,test
38847,Experimental,training
38859,Experimental,validation
38878,Electronic,training
38879,Experimental,validation
38880,Experimental,validation
38881,Experimental,validation
38882,Experimental,validation
38884,Experimental,validation
38886,Experimental,validation
38887,Experimental,validation
38888,Experimental,validation
38890,Experimental,validation
38891,Experimental,validation
38892,Experimental,validation
38893,Experimental,validation
38894,Experimental,validation
38895,Experimental,validation
38896,Experimental,validation
38898,Experimental,validation
38899,Experimental,validation
38900,Experimental,validation
38901,Experimental,validation
38902,Experimental,validation
38904,Experimental,validation
38905,Experimental,validation
38906,Experimental,validation
38907,Experimental,validation
38908,Experimental,validation
38910,Experimental,validation
38911,Experimental,validation
38912,Experimental,validation
38914,Experimental,validation
38955,Pop,training
38961,Pop,training
38964,Experimental,training
38965,Experimental,training
38966,Experimental,training
38967,Experimental,training
39188,Experimental,training
39259,Experimental,training
39278,Experimental,training
39291,Electronic,training
39298,Rock,training
39316,Experimental,test
39317,Experimental,test
39318,Experimental,test
39357,International,training
39359,Rock,training
39378,Experimental,training
39484,Experimental,training
39488,Folk,training
39530,Pop,training
39605,Electronic,test
39607,Electronic,test
39658,Pop,training
39659,Pop,training
39660,Pop,training
39661,Pop,training
39662,Pop,training
39663,Pop,training
39664,Pop,training
39665,Pop,training
39666,Pop,training
39667,Pop,training
39875,Experimental,training
39900,Experimental,training
39904,Experimental,training
40121,Experimental,training
40122,Experimental,training
40123,Experimental,training
40133,Rock,training
40134,Rock,training
40139,Rock,training
40141,Rock,training
40147,Experimental,training
40161,Experimental,training
40180,Experimental,training
40182,Experimental,training
40229,Folk,test
40230,Folk,test
40231,Folk,test
40232,Folk,test
40233,Folk,test
40234,Folk,test
40235,Folk,test
40236,Folk,test
40237,Folk,test
40238,Folk,test
40239,Folk,test
40240,Folk,test
40241,Folk,test
40242,Folk,test
40243,Folk,test
40244,Folk,test
40245,Folk,test
40250,Instrumental,training
40509,Experimental,training
40525,Hip-Hop,training
40541,Hip-Hop,training
40542,Hip-Hop,training
40598,Experimental,training
40654,Instrumental,validation
40655,Instrumental,validation
40656,Instrumental,validation
40657,Instrumental,validation
40658,Instrumental,validation
40659,Instrumental,validation
40660,Instrumental,validation
40683,Electronic,training
40725,Electronic,training
40842,Electronic,training
40843,Electronic,training
40844,Electronic,test
40845,Electronic,test
40851,Electronic,training
40903,Rock,training
40908,Experimental,training
40909,Experimental,training
40938,Rock,training
40940,Rock,training
40984,Rock,validation
40985,Rock,training
40986,Rock,training
41018,International,training
41019,International,test
41020,International,validation
41054,Experimental,training
41095,Rock,training
41147,Electronic,training
41191,Folk,training
41192,Folk,training
41310,Folk,test
41381,Pop,validation
41568,Pop,training
41570,Folk,training
41573,Instrumental,training
41605,Experimental,training
41709,Experimental,training
41714,Experimental,training
41812,Rock,training
41819,Pop,validation
41820,Pop,validation
41825,Pop,validation
41961,Rock,training
41962,Rock,training
41965,Rock,training
41971,Instrumental,validation
41983,Instrumental,training
42014,International,training
42016,International,training
42017,International,training
42018,Electronic,test
42019,Electronic,training
42020,International,training
42023,International,training
42025,International,training
42029,International,training
42030,International,training
42031,International,training
42040,Hip-Hop,test
42044,Rock,training
42045,Hip-Hop,training
42046,Hip-Hop,training
42048,Pop,training
42119,Experimental,training
42126,Experimental,training
42129,Experimental,test
42135,Experimental,test
42138,Experimental,test
42139,Experimental,test
42141,Experimental,test
42146,Experimental,test
42234,International,training
42235,International,training
42236,International,training
42238,International,training
42240,International,training
42241,International,training
42243,International,training
42245,International,training
42247,International,training
42310,Rock,training
42372,Electronic,test
42373,Electronic,test
42374,Electronic,test
42375,Electronic,test
42376,Electronic,test
42377,Electronic,test
42442,Rock,training
42463,Folk,test
42475,Rock,training
42648,Folk,training
42659,Folk,training
42751,Pop,training
42761,Rock,training
42789,Rock,training
42844,Rock,validation
42851,Rock,validation
42911,Pop,validation
42914,Pop,validation
42915,Pop,validation
42966,Experimental,training
42984,Experimental,training
43016,International,training
43018,International,training
43019,International,training
43020,International,training
43021,International,training
43022,International,training
43023,International,training
43024,International,training
43025,International,training
43026,International,training
43027,International,training
43028,International,training
43029,International,training
43030,International,training
43063,Experimental,training
43172,International,training
43173,International,training
43516,International,test
43517,International,test
43518,International,test
43519,International,test
43520,International,test
43521,International,test
43533,International,training
43534,International,training
43535,International,training
43536,International,training
43585,International,training
43586,International,training
43587,International,training
43588,International,training
43589,International,training
43590,International,training
43592,International,training
43593,International,training
43594,International,training
43595,International,training
43596,International,training
43598,International,training
43599,International,training
43600,International,training
43608,Experimental,training
43621,Folk,training
43623,Folk,training
43691,Experimental,validation
43695,International,training
43696,International,training
43697,International,training
43698,International,training
43699,International,training
43761,Folk,training
43765,International,test
43766,International,test
43767,International,test
43768,International,test
43773,Pop,training
43796,Folk,training
43842,Folk,training
43843,Folk,training
43844,Hip-Hop,training
43856,Hip-Hop,training
43857,Hip-Hop,training
43858,Hip-Hop,training
43859,Hip-Hop,test
43860,Hip-Hop,training
43861,Hip-Hop,training
43863,Hip-Hop,training
43865,Hip-Hop,training
43866,Hip-Hop,training
43867,Hip-Hop,training
43868,Hip-Hop,training
43869,Hip-Hop,training
43883,Experimental,training
43886,Experimental,training
43899,Hip-Hop,training
43911,Hip-Hop,training
43962,Folk,training
43965,Folk,training
44092,Electronic,training
44110,Experimental,training
44169,Experimental,training
44236,Hip-Hop,training
44342,Experimental,training
44347,Experimental,training
44354,Experimental,training
44355,Experimental,validation
44777,Folk,test
44778,Experimental,training
44779,Experimental,training
44780,Experimental,training
44781,Experimental,training
44782,Experimental,training
44791,Experimental,training
44792,Experimental,training
44793,Experimental,training
44794,Experimental,training
44795,Experimental,training
44796,Experimental,training
44797,Experimental,training
44798,Experimental,training
44799,Experimental,training
44800,Experimental,test
44801,Experimental,training
44802,Experimental,validation
44803,Experimental,training
44804,Experimental,training
44805,Pop,training
44806,Pop,training
44809,Pop,training
44820,International,training
44821,International,training
44822,International,training
44823,International,training
44848,Experimental,training
44849,Experimental,training
44850,Experimental,training
44851,Experimental,training
44853,Experimental,training
44854,Experimental,training
44917,Rock,training
44918,Rock,training
44946,International,training
44947,International,training
44948,International,training
44949,International,training
44950,International,training
44951,International,training
44952,International,training
45055,Rock,validation
45099,Electronic,training
45100,Electronic,training
45101,Electronic,training
45102,Electronic,training
45103,Electronic,training
45119,Pop,validation
45122,Pop,validation
45125,Pop,validation
45126,Pop,validation
45127,Pop,validation
45128,Pop,validation
45149,Electronic,test
45150,Electronic,training
45151,Electronic,training
45152,Electronic,test
45153,Electronic,training
45154,Electronic,training
45335,Pop,training
45387,Instrumental,training
45388,Instrumental,training
45389,Instrumental,training
45390,Instrumental,training
45391,Instrumental,training
45392,Instrumental,training
45393,Instrumental,training
45474,Rock,training
45475,Rock,training
45508,Electronic,training
45513,Folk,training
45514,Folk,training
45515,Folk,training
45516,Folk,training
45517,Folk,training
45518,Folk,training
45519,Folk,training
45520,Folk,training
45521,Folk,training
45522,Folk,training
45523,Folk,training
45934,Experimental,test
45941,Experimental,training
46024,Rock,training
46043,Experimental,training
46058,Experimental,training
46068,Experimental,training
46078,Hip-Hop,training
46079,Experimental,training
46157,Electronic,training
46158,Electronic,training
46159,Electronic,training
46160,Electronic,training
46161,Experimental,training
46162,Experimental,training
46238,Experimental,training
46241,Experimental,training
46525,Instrumental,training
46611,Experimental,training
46711,Experimental,training
46717,Experimental,test
46718,Experimental,test
46720,Experimental,test
46726,Hip-Hop,training
46732,Pop,training
46733,Pop,training
46736,Pop,training
46839,Pop,training
46840,Pop,training
46841,Pop,training
46842,Pop,training
46844,Pop,training
46846,Pop,training
46854,Pop,training
46855,Pop,training
46928,Pop,training
46930,Pop,training
47032,Rock,validation
47068,Electronic,training
47069,Electronic,training
47070,Electronic,training
47071,Electronic,training
47072,Electronic,training
47073,Electronic,training
47074,Electronic,training
47075,Electronic,training
47076,Electronic,training
47077,Electronic,training
47100,Pop,validation
47192,Experimental,training
47193,Experimental,training
47194,Experimental,training
47195,Experimental,training
